O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
3,MADHAB DAS,Lok Jan Shakti Party,1505,13,1518,1.17,118,5,LJSP
4,LURINJYOTI GOGOI,Assam Jatiya Parishad,24027,165,24192,18.71,118,3,AJP
5,NOTA,None of the Above,2191,2,2193,1.7,118,4,NOTA
1,Etuwa Munda,Indian National Congress,34162,119,34281,28.8,119,2,INC
2,Bimal Borah,Bharatiya Janata Party,62118,557,62675,52.66,119,1,BJP
3,Subhakaran Konhain,Assam Jatiya Parishad,16618,72,16690,14.02,119,3,AJP
4,Bikash Kullu,Independent,3432,13,3445,2.89,119,4,I
5,NOTA,None of the Above,1921,7,1928,1.62,119,5,NOTA
1,TARANGA GOGOI,Bharatiya Janata Party,46999,269,47268,42.57,120,1,BJP
2,NAREN SONOWAL (BOTALI),Asom Gana Parishad,4058,36,4094,3.69,120,4,AGP
3,PRANATI PHUKAN,Indian National Congress,32169,123,32292,29.08,120,2,INC
4,LURINJYOTI GOGOI,Assam Jatiya Parishad,25093,139,25232,22.72,120,3,AJP
5,TANU KUMAR DHADUMIA,Independent,694,2,696,0.63,120,6,I
6,NOTA,None of the Above,1452,2,1454,1.31,120,5,NOTA
1,AJOY PHUKAN,Indian National Congress,34673,151,34824,26.92,121,2,INC
2,PONAKAN BARUAH,Asom Gana Parishad,53205,349,53554,41.4,121,1,AGP
3,ANANTA HAZARIKA,Lok Jan Shakti Party,2437,26,2463,1.9,121,8,LJSP
4,PRAKASH TANTI,Rashtriya Lok Samta Party,2732,29,2761,2.13,121,7,RLSP
5,PRIYANKA NEOG,Independent,16641,59,16700,12.91,121,3,I
6,BHABEN BARUAH,Independent,11736,57,11793,9.12,121,4,I
7,LAWRANCE NAG,Independent,3915,11,3926,3.04,121,5,I
8,NOTA,None of the Above,3325,7,3332,2.58,121,6,NOTA
1,RABIN CHANDRA KACHARI,Nationalist Congress Party,1313,7,1320,1.01,122,7,NCP
2,SANJOY KISHAN,Bharatiya Janata Party,85320,537,85857,65.58,122,1,BJP
3,ALOK ROY,Janata Dal (United),1175,13,1188,0.91,122,8,JD(U)
4,SHAMSHER SINGH,Assam Jatiya Parishad,14915,145,15060,11.5,122,2,AJP
5,CHINTU BARUAH,Lok Jan Shakti Party,757,11,768,0.59,122,11,LJSP
6,PROBIN KUMAR HAZARIKA,Rashtriya Lok Samta Party,1066,15,1081,0.83,122,9,RLSP
7,BUDHI NATH PRAJAPATI,Political Justice Party,2902,8,2910,2.22,122,5,PJP
8,SWAPAN PAUL,Bharatiya Gana Parishad,840,10,850,0.65,122,10,BGP
9,HIRA DEVI,Rashtriya Janata Dal,13283,38,13321,10.17,122,3,RJD
10,SUBHASISH BHATTACHARJEE (KAJU),Independent,5984,47,6031,4.61,122,4,I
11,NOTA,None of the Above,2513,26,2539,1.94,122,6,NOTA
1,SHIBANATH CHETIA,Indian National Congress,32063,178,32241,30.08,123,2,INC
2,SUREN PHUKAN,Bharatiya Janata Party,58692,525,59217,55.24,123,1,BJP
3,PAHLAD NAYAK,Assam Jatiya Parishad,12957,44,13001,12.13,123,3,AJP
4,NOTA,None of the Above,2724,9,2733,2.55,123,4,NOTA
1,BHASKAR SHARMA,Bharatiya Janata Party,86237,403,86640,56.52,124,1,BJP
2,MANORANJAN BORGOHAIN,Indian National Congress,28021,119,28140,18.36,124,2,INC
3,SANJAY KUMAR DEB,Assam Jatiya Parishad,22879,56,22935,14.96,124,3,AJP
4,IGNATIUS EKKA,Independent,10299,16,10315,6.73,124,4,I
5,BHOGESWAR SHYAM,Independent,1263,6,1269,0.83,124,7,I
6,RANTU SONOWAL,Independent,1439,5,1444,0.94,124,6,I
7,NOTA,None of the Above,2528,8,2536,1.65,124,5,NOTA
1,DURGA BHUMIJ,Indian National Congress,40791,190,40981,34.8,125,2,INC
2,RUPESH GOWALA,Bharatiya Janata Party,48872,247,49119,41.71,125,1,BJP
3,RAJESH KISHAN,Political Justice Party,1693,10,1703,1.45,125,7,PJP
4,SURESH BHUMIJ,Assam Jatiya Parishad,4321,27,4348,3.69,125,4,AJP
5,KANAK CHETIA,Independent,2174,7,2181,1.85,125,6,I
6,DEBAJIT MORAN,Independent,921,8,929,0.79,125,8,I
7,LAKHESWAR MORAN,Independent,15224,88,15312,13.0,125,3,I
8,NOTA,None of the Above,3180,6,3186,2.71,125,5,NOTA
1,BOLIN CHETIA,Bharatiya Janata Party,64147,708,64855,45.49,126,1,BJP
2,LAKHIN CHANDRA CHETIA,Indian National Congress,42217,554,42771,30.0,126,2,INC
3,JAGADISH BHUYAN,Assam Jatiya Parishad,29532,317,29849,20.94,126,3,AJP
4,TIKENDRA THAPA,Voters Party International,1086,18,1104,0.77,126,5,VPI
5,RIJUMONI GOGOI,Independent,1041,14,1055,0.74,126,6,I
6,LALIT DEORI,Independent,1013,10,1023,0.72,126,7,I
7,NOTA,None of the Above,1905,13,1918,1.35,126,4,NOTA
