O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
14,R.MURUGAN,Independent,676,0,676,0.27,84,9,I
15,P.RAJA,Independent,433,1,434,0.17,84,10,I
16,NOTA,None of the Above,1581,19,1600,0.64,84,5,NOTA
1,SRINIVASAPERUMAL.S,Dravida Munnetra Kazhagam,94437,1962,96399,44.13,85,2,DMK
2,RAMESH ARAVIND.M,Desiya Murpokku Dravida Kazhagam,1860,14,1874,0.86,85,7,DMDK
3,ANUSUYA.P,Makkal Needhi Maiam,4549,56,4605,2.11,85,4,MNM
4,SADHASIVAM.S,Pattali Makkal Katchi,95795,1260,97055,44.43,85,1,PMK
5,THANGAVEL. K,Dhesiya Makkal Kazhagam,1781,2,1783,0.82,85,8,DMK
6,BANUPRIYA.P,Ganasangam Party of India,434,1,435,0.2,85,10,GPI
7,MANIKANDAN.C,Naam Tamilar Katchi,9004,105,9109,4.17,85,3,NTK
8,RASAPPAN.K,My India Party,226,0,226,0.1,85,14,MIP
9,AMBIKA.A,Independent,732,6,738,0.34,85,9,I
10,ARIVAZHAGAN.P,Independent,166,2,168,0.08,85,15,I
11,SADHASIVAM.P,Independent,383,3,386,0.18,85,11,I
12,SELVAN,Independent,2817,6,2823,1.29,85,5,I
13,SEKAR.P,Independent,266,3,269,0.12,85,13,I
14,Dr.PADMARAJAN.K,Independent,321,4,325,0.15,85,12,I
15,NOTA,None of the Above,2239,8,2247,1.03,85,6,NOTA
1,SAMBATHKUMAR. T,Dravida Munnetra Kazhagam,68082,1270,69352,28.04,86,2,DMK
2,EDAPPADI PALANISWAMI. K,All India Anna Dravida Munnetra Kazhagam,160931,2223,163154,65.97,86,1,AIADMK
3,JAMUNA. A,Bahujan Samaj Party,813,2,815,0.33,86,6,BSP
4,SOCIAL WORKER ESWARI. P,Ambedkarite Party of India,132,3,135,0.05,86,18,API
5,GUNASEKARAN. K.N,My India Party,117,1,118,0.05,86,19,MIP
6,SURIYAMOORTHY. S,MGR Makkal Katchi,64,0,64,0.03,86,23,MMK
7,THASAPPARAJ. D,Makkal Needhi Maiam,1532,15,1547,0.63,86,4,MNM
8,POOKADAI SEKAR. N,Amma Makkal Munnettra Kazagam,764,10,774,0.31,86,7,AMMK
9,MANI. C,Dhesiya Makkal Kazhagam,46,1,47,0.02,86,25,DMK
10,MANIKANDAN. R,Tamil Nadu Ilangyar Katchi,147,6,153,0.06,86,17,TNIK
11,SHRI RATHNA,Naam Tamilar Katchi,6574,52,6626,2.68,86,3,NTK
12,AGNI SRI RAMACHANDRAN. N,Independent,259,2,261,0.11,86,12,I
13,ESWARAMURTHY. N,Independent,89,0,89,0.04,86,21,I
14,ESWARAMOORTHY P,Independent,165,1,166,0.07,86,16,I
15,IYYAPPAN. P,Independent,483,0,483,0.2,86,9,I
16,KATHIRAVAN. V,Independent,555,0,555,0.22,86,8,I
17,KATHIRESAN. L,Independent,407,0,407,0.16,86,11,I
18,GUHESHKUMAR. M,Independent,474,0,474,0.19,86,10,I
19,SHANMUGAM. G,Independent,66,0,66,0.03,86,22,I
20,SOWNTHARARAJAN. G,Independent,44,0,44,0.02,86,26,I
21,DR. PADMARAJAN. K,Independent,35,1,36,0.01,86,28,I
22,PALANISAMY. A,Independent,26,0,26,0.01,86,29,I
23,BALASUBRAMANIAM. J,Independent,60,1,61,0.02,86,24,I
24,BALAMURUGAN. M,Independent,39,0,39,0.02,86,27,I
25,MURUGAN. M,Independent,90,1,91,0.04,86,20,I
26,LAKSHMI. G,Independent,199,0,199,0.08,86,15,I
27,LOGANATHAN. S,Independent,208,0,208,0.08,86,13,I
28,STALIN. A,Independent,202,0,202,0.08,86,14,I
29,NOTA,None of the Above,1091,18,1109,0.45,86,5,NOTA
1,"SUNDARARAJAN, S.",All India Anna Dravida Munnetra Kazhagam,114376,1096,115472,49.72,87,1,AIADMK
2,"RAJESH, K.M.",Dravida Munnetra Kazhagam,93897,1530,95427,41.09,87,2,DMK
3,"SIVALINGAM, C.",Tamilaga Makkal Thannurimai Katchi,812,2,814,0.35,87,8,TMTK
4,"SENGODAN, K.",Makkal Needhi Maiam,3140,35,3175,1.37,87,4,MNM
5,"CHELLAMUTHU, A.",Amma Makkal Munnettra Kazagam,1462,9,1471,0.63,87,5,AMMK
6,"SETTU, K.",My India Party,96,0,96,0.04,87,19,MIP
7,"SHOBANA, S.",Naam Tamilar Katchi,10788,74,10862,4.68,87,3,NTK
8,"RAVIKUMAR, P.",Ganasangam Party of India,197,3,200,0.09,87,13,GPI
9,"AROKIASAMI, A.",Independent,135,0,135,0.06,87,15,I
10,"GUNASEKARAN, M.",Independent,92,3,95,0.04,87,20,I
11,"GOPALAKRISHNAN, S.",Independent,166,0,166,0.07,87,14,I
12,"SATHISHKUMAR, V.",Independent,87,2,89,0.04,87,21,I
13,"SENGOTEN, R.",Independent,97,0,97,0.04,87,18,I
14,"DURAIRAJ, C.",Independent,209,2,211,0.09,87,12,I
15,"PALANIYAPPAN, M.",Independent,524,1,525,0.23,87,9,I
16,"BAKKIYAMANI, M.",Independent,846,1,847,0.36,87,7,I
17,"PRABHU, K.",Independent,481,0,481,0.21,87,10,I
18,"MANIVEL, P.",Independent,276,2,278,0.12,87,11,I
19,"VIJAYAKUMAR, P.",Independent,55,0,55,0.02,87,22,I
20,"VIJI @ VIJAYAN, K.",Independent,30,1,31,0.01,87,24,I
21,"VENGADACHALAM, T.",Independent,33,0,33,0.01,87,23,I
22,"JAGANATHAN, I.",Independent,99,0,99,0.04,87,17,I
23,"JAGANNATHAN, M.",Independent,119,0,119,0.05,87,16,I
24,NOTA,None of the Above,1453,16,1469,0.63,87,6,NOTA
1,ALAGAAPURAM R. MOHANRAJ,Desiya Murpokku Dravida Kazhagam,2280,27,2307,1.06,88,5,DMDK
2,TAMIL SELVAN. S,Bahujan Samaj Party,277,6,283,0.13,88,11,BSP
3,RAJENDRAN. A,Dravida Munnetra Kazhagam,82389,1595,83984,38.77,88,2,DMK
4,ARUL. R,Pattali Makkal Katchi,104728,755,105483,48.69,88,1,PMK
5,KATHIRVEL. A,My India Party,329,1,330,0.15,88,9,MIP
6,KARTHIKEYAN. J,Tamil Nadu Ilangyar Katchi,576,4,580,0.27,88,8,TNIK
7,SENTHILKUMAR. A,Anaithu Makkal Puratchi Katchi,97,2,99,0.05,88,24,AMPK
8,THIYAGARAJAN. A,Makkal Needhi Maiam,7867,72,7939,3.66,88,4,MNM
9,NAGAMMAL. S,Naam Tamilar Katchi,10592,76,10668,4.92,88,3,NTK
10,MUTHUSAMY. R,Tamilaga Makkal Thannurimai Katchi,156,8,164,0.08,88,17,TMTK
11,VIJAYAKUMAR. R,Dhesiya Makkal Kazhagam,637,2,639,0.29,88,7,DMK
12,INBARAJ. A,Independent,108,2,110,0.05,88,22,I
13,KATHAVARAYAN. S,Independent,230,2,232,0.11,88,13,I
14,GOPI. M,Independent,211,0,211,0.1,88,15,I
15,GOPINATH. R,Independent,68,0,68,0.03,88,27,I
16,CHANDRASEKARAN. G,Independent,191,0,191,0.09,88,16,I
17,SABBAPATHI. M,Independent,93,0,93,0.04,88,25,I
18,SARATHKUMAR. S,Independent,240,1,241,0.11,88,12,I
19,SIVARAMAN. S,Independent,221,1,222,0.1,88,14,I
20,THIYAGARAJAN. M,Independent,315,0,315,0.15,88,10,I
21,NATARAJAN. C,Independent,105,0,105,0.05,88,23,I
22,BALAJI. D,Independent,36,0,36,0.02,88,29,I
23,MAYAKANNAN. M,Independent,57,0,57,0.03,88,28,I
24,MARIMUTHU. M,Independent,120,0,120,0.06,88,21,I
25,MURUGAN. A,Independent,78,1,79,0.04,88,26,I
26,RAMKUMAR. R,Independent,128,0,128,0.06,88,20,I
27,RAJENDIRAN. B,Independent,132,0,132,0.06,88,18,I
28,JEEVANANTHAM. M,Independent,128,1,129,0.06,88,19,I
29,NOTA,None of the Above,1663,20,1683,0.78,88,6,NOTA
1,R. RAJENDRAN,Dravida Munnetra Kazhagam,91222,2210,93432,46.17,89,1,DMK
2,M.P.PANNEER SELVAM,National People's Party,338,7,345,0.17,89,7,NPP
3,G.VENKATACHALAM,All India Anna Dravida Munnetra Kazhagam,85026,818,85844,42.42,89,2,AIADMK
4,S VELAN,Bahujan Samaj Party,299,1,300,0.15,89,8,BSP
5,M AHAMEDSHAHJAHAN,MGR Makkal Katchi,95,1,96,0.05,89,13,MMK
6,IMAYAESWARAN N,Naam Tamilar Katchi,8079,76,8155,4.03,89,4,NTK
7,R S GURU CHAKRAVARTHY,Makkal Needhi Maiam,10610,108,10718,5.3,89,3,MNM
8,C NATARAJAN,Amma Makkal Munnettra Kazagam,800,5,805,0.4,89,6,AMMK
9,S. BABU,My India Party,39,0,39,0.02,89,19,MIP
10,D.MURALI,Dhesiya Makkal Kazhagam,24,1,25,0.01,89,21,DMK
11,VAATHIAR C MURUGAN,Ambedkarite Party of India,54,1,55,0.03,89,16,API
12,M.SHANMUGA SUNDARAM,Independent,69,4,73,0.04,89,14,I
13,R SENTHILKUMAR,Independent,62,1,63,0.03,89,15,I
14,N DEVARAJ,Independent,165,2,167,0.08,89,12,I
15,M.R.NAWAZUDIEEN,Independent,50,0,50,0.02,89,17,I
16,R PALANISAMY,Independent,208,0,208,0.1,89,10,I
17,A RAMESHKUMAR,Independent,213,0,213,0.11,89,9,I
18,P.RAMACHANDRAN,Independent,27,0,27,0.01,89,20,I
19,S RAJASEKAR,Independent,177,0,177,0.09,89,11,I
20,T.VIJAYA RAJ,Independent,44,1,45,0.02,89,18,I
21,NOTA,None of the Above,1505,34,1539,0.76,89,5,NOTA
1,A.S.SARAVANAN,Dravida Munnetra Kazhagam,73694,1203,74897,37.45,90,2,DMK
2,E.BALASUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,96787,719,97506,48.76,90,1,AIADMK
